,Create Time,Classification Business,New-Code,Kategori 1 (ID),Kategori 2 (ID),Kategori 3 (ID),ID Background detail- ID,ID Example,ID Pertanyaan Serupa 1-ID,ID Pertanyaan Serupa 2-ID,ID Pertanyaan Serupa 3-ID,ID Pertanyaan Serupa 4-ID,ID Pertanyaan Serupa 5-ID,ID Pertanyaan Serupa 6-ID,ID Pertanyaan Serupa 7-ID,ID Pertanyaan Serupa 8-ID,ID Pertanyaan Serupa 9-ID,ID Pertanyaan Serupa 10-ID,ID Answer,NEW - ANSWER,combined_question
79,12/1/2022,ASI,1063-1065-1089-193,Pengembalian barang,Komplain tentang barang bekas,Global Buy,[Global Buy] Komplain barang bekas,Bagaimana jika barang Global Buy yang diterima bekas?,Bagaimana jika produk Global Buy yang diterima bekas?,Kenapa pesanan Global Buy yang diterima seperti bekas?,Bagaimana jika pesanan Global Buy yang saya terima ini bukan baru?,Saya terima pesanan Global Buy bekas bukan baru,Bagaimana jika pesanan Global Buy yang diterima bekas?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Bagaimana jika barang Global Buy yang diterima bekas? [Global Buy] Komplain barang bekas
80,12/1/2022,AFI,872-881-976-194,Payment,Kredit Cust di AL dan OJK tidak sesuai,Installment/Payment Gateway,Data kredit Akulaku dengan OJK tidak sesuai,Sudah tidak ada tagihan di aplikasi Akulaku tapi kenapa di SLIK OJK masih punya tagihan di Akulaku?,Kenapa sudah tidak ada tagihan tapi di SLIK OJK masih memiliki tagihan di Akulaku?,Sudah tidak ada tagihan lagi tapi di SLIK OJK masih muncul,Kenapa tagihan di SLIK OJK dengan aplikasi tidak sinkron?,Bagaimana cara sinkronkan SLIK OJK dengan tagihan di Akulaku?,Kenapa SLIK OJK dengan tagihan Akulaku tidak sinkron?,SLIK BELUM UPDATE,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Sudah tidak ada tagihan di aplikasi Akulaku tapi kenapa di SLIK OJK masih punya tagihan di Akulaku? Data kredit Akulaku dengan OJK tidak sesuai
81,12/1/2022,AFI,289-293-447-195,Angsuran dan Pinjaman,Kredit poin,Pengajuan limit/kredit poin,Pengertian kredit poin,Apa yang dimaksud dengan Kredit Poin?,Apa artinya dari kredit poin?,Apa pengertian dari kredit poin?,Apa sih artinya kredit poin?,Bisa diinformasikan arti dari kredit poin?,Mohon dibantu kredit poin saya,Null,Null,Null,Null,Null,"Kredit poin merupakan suatu penilaian berdasarkan analisa dari dokumen dan riwayat kredit pengguna Akulaku,untuk mewakili layak tidaknya pengguna melakukan kredit di Akulaku",Null,Apa yang dimaksud dengan Kredit Poin? Pengertian kredit poin
82,12/1/2022,ASI,1063-1066-1090-196,Pengembalian barang,"Kualitas yang diterima mengalami kendala,MATI TOTAL ATAU RUSAK",Merchant Online,Komplain Produk yang diterima mati total/rusak merchant,Barang Merchant Online yang diterima bermasalah///Barang Merchant Online yang diterima rusak///Barang Merchant Online yang diterima mati total///Barang Merchant Online yang diterima tidak nyala///Barang Merchant Online yang diterima tidak hidup///Barang Merchant Online yang diterima tidak berfungsi,Bagaimana jika barang  Merchant Online yang diterima bermasalah?,Kenapa pesanan Merchant Online yang diterima bermasalah?,Bagaimana jika pesanan Merchant Online yang saya terima ini bermasalah?,Saya terima pesanan Merchant Online bermasalah,Bagaimana sih saya baru pertama belanja diakulaku barang rijek dikirim,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Barang Merchant Online yang diterima bermasalah///Barang Merchant Online yang diterima rusak///Barang Merchant Online yang diterima mati total///Barang Merchant Online yang diterima tidak nyala///Barang Merchant Online yang diterima tidak hidup///Barang Merchant Online yang diterima tidak berfungsi Komplain Produk yang diterima mati total/rusak merchant
83,12/1/2022,ASI,1063-1066-1091-197,Pengembalian barang,"Kualitas yang diterima mengalami kendala,MATI TOTAL ATAU RUSAK",Produk Official Store,Komplain Produk yang diterima mati total/rusak Produk Official,Barang Produk official Store yang diterima bermasalah///Barang Produk official Store yang diterima rusak///Barang Produk official Store yang diterima mati total///Barang Produk official Store yang diterima tidak nyala///Barang Produk official Store yang diterima tidak hidup///Barang Produk official Store yang diterima tidak berfungsi,Bagaimana jika barang  Produk Official Store yang diterima bermasalah?,Kenapa pesanan Produk Official Store yang diterima bermasalah?,Bagaimana jika pesanan Produk Official Store yang saya terima ini bermasalah?,Saya terima pesanan Produk Official Store bermasalah,Bagaimana jika pesanan Produk Official Store yang diterima bermasalah?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Barang Produk official Store yang diterima bermasalah///Barang Produk official Store yang diterima rusak///Barang Produk official Store yang diterima mati total///Barang Produk official Store yang diterima tidak nyala///Barang Produk official Store yang diterima tidak hidup///Barang Produk official Store yang diterima tidak berfungsi Komplain Produk yang diterima mati total/rusak Produk Official
84,12/1/2022,ASI,1063-1066-1093-199,Pengembalian barang,"Kualitas yang diterima mengalami kendala,MATI TOTAL ATAU RUSAK",Global Buy,[Global Buy] Komplain produk yang diterima mati total/rusak,Barang Global Buy yang diterima bermasalah///Barang Global Buy yang diterima rusak///Barang Global Buy yang diterima mati total///Barang Global Buy yang diterima tidak nyala///Barang Global Buy yang diterima tidak hidup///Barang Global Buy yang diterima tidak berfungsi,Bagaimana jika barang  Global Buy yang diterima bermasalah?,Kenapa pesanan Global Buy yang diterima bermasalah?,Bagaimana jika pesanan Global Buy yang saya terima ini bermasalah?,Saya terima pesanan Global Buy bermasalah,Bagaimana jika pesanan Global Buy yang diterima bermasalah?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Barang Global Buy yang diterima bermasalah///Barang Global Buy yang diterima rusak///Barang Global Buy yang diterima mati total///Barang Global Buy yang diterima tidak nyala///Barang Global Buy yang diterima tidak hidup///Barang Global Buy yang diterima tidak berfungsi [Global Buy] Komplain produk yang diterima mati total/rusak
85,12/1/2022,ASI,1063-1067-1094-200,Pengembalian barang,"Kualitas yang diterima mengalami kendala,merchant  info SERVICE ATAU CLAIM GARANSI",Merchant Online,Service produk/klaim garansi Merchant,Produk Merchant Online kamu ini bermasalah. Saya ingin tukar produk.,Bagaimana jika kualitas barang Merchant Online buruk?,Kenapa pesanan Merchant Online yang diterima tidak berkualitas?,Bagaimana jika pesanan Merchant Online yang saya terima ini kualitasnya jelek?,Saya terima pesanan Merchant Online tidak berkualitas,Bagaimana jika pesanan Merchant Online yang diterima tidak sesuai dengan harga dan kualitasnya?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Produk Merchant Online kamu ini bermasalah. Saya ingin tukar produk. Service produk/klaim garansi Merchant
86,12/1/2022,ASI,1063-1067-1095-871,Pengembalian barang,"Kualitas yang diterima mengalami kendala,merchant  info SERVICE ATAU CLAIM GARANSI",Produk Official Store,Service produk/klaim garansi Produk Official,Produk Official Store kamu ini bermasalah. Saya ingin tukar produk.,Bagaimana jika kualitas barang Produk Official Store buruk?,Kenapa pesanan Produk Official Store yang diterima tidak berkualitas?,Bagaimana jika pesanan Produk Official Store yang saya terima ini kualitasnya jelek?,Saya terima pesanan Produk Official Store tidak berkualitas,Bagaimana jika pesanan Produk Official Store yang diterima tidak sesuai dengan harga dan kualitasnya?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Produk Official Store kamu ini bermasalah. Saya ingin tukar produk. Service produk/klaim garansi Produk Official
87,12/1/2022,ASI,1063-1067-1096-878,Pengembalian barang,"Kualitas yang diterima mengalami kendala,merchant  info SERVICE ATAU CLAIM GARANSI",Global Buy,[Global Buy] Permintaan service produk/klaim garansi,Produk Global Buy kamu ini bermasalah. Saya ingin tukar produk.,Bagaimana jika kualitas barang Global Buy buruk?,Kenapa pesanan Global Buy yang diterima tidak berkualitas?,Bagaimana jika pesanan Global Buy yang saya terima ini kualitasnya jelek?,Saya terima pesanan Global Buy tidak berkualitas,Bagaimana jika pesanan Global Buy yang diterima tidak sesuai dengan harga dan kualitasnya?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Produk Global Buy kamu ini bermasalah. Saya ingin tukar produk. [Global Buy] Permintaan service produk/klaim garansi
88,12/1/2022,ASI,1063-1068-1097-201,Pengembalian barang,"Kualitas yang diterima mengalami kendala,Pesanan rusak atau pecah",Merchant Online,Produk yang diterima rusak/pecah merchant,Pakai 2 minggu sudah rusak/Kualitas buruk/Baju menyusut/Jatuh sekali sudah pecah Produk Merchant Online,Bagaimana jika baru pakai sudah rusak/kualitas buruk/baju menyusut/jatuh dan sudah pecah Produk Merchant Online?,Baru juga di pakai produk Merchant Online sudah rusak,Kenapa barang Merchant Online baru dipakai 2 minggu udah rusak saja?,Bagaimana jika produk Merchant Online baru dipakai sudah rusak/kualitas buruk/bajunya menyusut?,Kenapa barang Merchant Online yang diterima baru 2 minggu pakai udah bermasalah?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Pakai 2 minggu sudah rusak/Kualitas buruk/Baju menyusut/Jatuh sekali sudah pecah Produk Merchant Online Produk yang diterima rusak/pecah merchant
89,12/1/2022,ASI,1063-1068-1098-202,Pengembalian barang,"Kualitas yang diterima mengalami kendala,Pesanan rusak atau pecah",Produk Official Store,Produk yang diterima rusak/pecah Produk Official Store,Pakai 2 minggu sudah rusak/Kualitas buruk/Baju menyusut/Jatuh sekali sudah pecah Produk Produk Official Store,Bagaimana jika baru pakai sudah rusak/kualitas buruk/baju menyusut/jatuh dan sudah pecah Produk Produk Official Store?,Baru juga di pakai produk Produk Official Store sudah rusak,Kenapa barang Produk Official Store baru dipakai 2 minggu udah rusak saja?,Bagaimana jika produk Official Store baru dipakai sudah rusak/kualitas buruk/bajunya menyusut?,Kenapa barang Produk Official Store yang diterima baru 2 minggu pakai udah bermasalah?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Pakai 2 minggu sudah rusak/Kualitas buruk/Baju menyusut/Jatuh sekali sudah pecah Produk Produk Official Store Produk yang diterima rusak/pecah Produk Official Store
90,12/1/2022,ASI,1063-1068-1100-204,Pengembalian barang,"Kualitas yang diterima mengalami kendala,Pesanan rusak atau pecah",Global Buy,[Global Buy] Produk yang diterima rusak/pecah,Pakai 2 minggu sudah rusak/Kualitas buruk/Baju menyusut/Jatuh sekali sudah pecah Produk Global Buy,Bagaimana jika baru pakai sudah rusak/kualitas buruk/baju menyusut/jatuh dan sudah pecah Produk Global Buy?,Baru juga di pakai produk Global Buy sudah rusak,Kenapa barang Global Buy baru dipakai 2 minggu udah rusak saja?,Bagaimana jika produk Global Buy baru dipakai sudah rusak/kualitas buruk/bajunya menyusut?,Kenapa barang Global Buy yang diterima baru 2 minggu pakai udah bermasalah?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Pakai 2 minggu sudah rusak/Kualitas buruk/Baju menyusut/Jatuh sekali sudah pecah Produk Global Buy [Global Buy] Produk yang diterima rusak/pecah
91,12/1/2022,ASI,1063-1069-1101-205,Pengembalian barang,"Kualitas yang diterima mengalami kendala,pihak pengiriman info CLAIM EKSPEDISI",Merchant Online,Produk rusak saat pengiriman,Bagaimana jika produk Merchant Online atau barang yang dikirim kendala karena pengiriman?,Bagaimana jika pesanan Merchant Online yang diterima bermasalah karena pengiriman?,Kenapa pesanan Merchant Online yang diterima kendala karena pengiriman?,Bagaimana jika pesanan Merchant Online yang saya terima kendala karena pengiriman?,Saya terima pesanan Merchant Online kendala karena pengiriman,Bagaimana jika pesanan Merchant Online yang diterima kendala karena pengiriman?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Bagaimana jika produk Merchant Online atau barang yang dikirim kendala karena pengiriman? Produk rusak saat pengiriman
92,12/1/2022,ASI,1063-1069-1102-206,Pengembalian barang,"Kualitas yang diterima mengalami kendala,pihak pengiriman info CLAIM EKSPEDISI",Produk Official Store,Official Store - Produk rusak saat pengiriman,Bagaimana jika produk Produk Official Store atau barang yang dikirim kendala karena pengiriman?,Bagaimana jika pesanan Produk Official Store yang diterima bermasalah karena pengiriman?,Kenapa pesanan Produk Official Store yang diterima kendala karena pengiriman?,Bagaimana jika pesanan Produk Official Store yang saya terima kendala karena pengiriman?,Saya terima pesanan Produk Official Store kendala karena pengiriman,Bagaimana jika pesanan Produk Official Store yang diterima kendala karena pengiriman?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Bagaimana jika produk Produk Official Store atau barang yang dikirim kendala karena pengiriman? Official Store - Produk rusak saat pengiriman
93,12/1/2022,ASI,1063-1069-1103-207,Pengembalian barang,"Kualitas yang diterima mengalami kendala,pihak pengiriman info CLAIM EKSPEDISI",Global Buy,[Global Buy] Produk rusak saat pengiriman,Bagaimana jika produk Global Buy atau barang yang dikirim kendala karena pengiriman?,Bagaimana jika pesanan Global Buy yang diterima bermasalah karena pengiriman?,Kenapa pesanan Global Buy yang diterima kendala karena pengiriman?,Bagaimana jika pesanan Global Buy yang saya terima kendala karena pengiriman?,Saya terima pesanan Global Buy kendala karena pengiriman,Bagaimana jika pesanan Global Buy yang diterima kendala karena pengiriman?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Bagaimana jika produk Global Buy atau barang yang dikirim kendala karena pengiriman? [Global Buy] Produk rusak saat pengiriman
94,12/1/2022,AFI,74-90-197-208,Akulaku Paylater,Lazada Paylater/Masalah pembayaran,Akulaku Paylater,Lazada Paylater - tagihan tidak sesuai,Sudah melakukan pembayaran tagihan Lazada Paylater namun masih ada tagihannya di aplikasi Lazada,Bagaimana jika sudah melakukan pembayaran tagihan Lazada Paylater namun masih muncul tagihannya?,Kenapa saya sudah melakukan pembayaran tagihan Lazada Paylater tapi masih ditagih?,Bagaimana jika sudah melakukan pembayaran tagihan Lazada Paylater tapi tagihannya masih ada?,Kenapa sudah melakukan pembayaran tagihan Lazada Paylater namun masih ada tagihannya di Lazada?,Bagaimana jika tagihan Lazada Paylater sudah dibayar tapi di aplikasi Lazada masih ada tagihannya,Null,Null,Null,Null,Null,"Mengenai pembayaran tagihan Lazada Paylater sudah dilakukan namun masih ada tagihan di aplikasi, kami informasikan bahwa untuk hal tersebut dapat konfirmasi kepada customer service Lazada dengan memberikan bukti pembayaran dan screenshot kendala tagihan yang masih tertera di aplikasi.","Mengenai pembayaran tagihan Lazada Paylater sudah dilakukan namun masih ada tagihan di aplikasi, Kula informasikan bahwa untuk hal tersebut dapat konfirmasi kepada customer service Lazada dengan memberikan bukti pembayaran dan screenshot kendala tagihan yang masih tertera di aplikasi.",Sudah melakukan pembayaran tagihan Lazada Paylater namun masih ada tagihannya di aplikasi Lazada Lazada Paylater - tagihan tidak sesuai
95,12/1/2022,AFI,74-91-198-209,Akulaku Paylater,Lazada Paylater/transaksi,Akulaku Paylater,Lazada Paylater - Cara transaksi,"Kenapa di Lazada Paylater tidak bisa dipilih saat pilihan metode pembayaran Akulaku?
",Bagaimana cara menggunakan Lazada Paylater?,Saya mau pakai Lazada Paylater apa bisa dibantu?,Saya sudah pengajuan Lazada Paylater tapi kenapa saat beli tidak bisa bayar?,Bagaimana cara transaksi menggunakan LazPaylater?,Apakah saya tidak bisa menggunakana Lazada Paylater?,Null,Null,Null,Null,Null,"Mengenai metode pembayaran Lazada Paylater yang tidak bisa dipilih, kami informasikan bahwa mohon kesediannya untuk memastikan tidak memiliki tagihan belum terbayarkan yang sudah melewati tanggal jatuh tempo di aplikasi Akulaku, dikarenakan penggunaan Lazada Paylater dipengaruhi oleh penilaian sistem di aplikasi Akulaku. Jika tidak ada tagihan belum terbayarkan di aplikasi Akulaku namun masih mengalami kendala tidak memilih metode pembayaran Lazada Paylater maka dapat menghubungi layanan pelanggan aplikasi Lazada.","Mengenai metode pembayaran Lazada Paylater yang tidak bisa dipilih, Kula informasikan bahwa mohon kesediaannya untuk memastikan tidak memiliki tagihan belum terbayarkan yang sudah melewati tanggal jatuh tempo di aplikasi Akulaku, dikarenakan penggunaan Lazada Paylater dipengaruhi oleh penilaian sistem di aplikasi Akulaku. Jika tidak ada tagihan belum terbayarkan di aplikasi Akulaku namun masih mengalami kendala tidak memilih metode pembayaran Lazada Paylater maka dapat menghubungi layanan pelanggan aplikasi Lazada.","Kenapa di Lazada Paylater tidak bisa dipilih saat pilihan metode pembayaran Akulaku?
 Lazada Paylater - Cara transaksi"
96,12/1/2022,AFI,74-92-199-210,Akulaku Paylater,Lazada Paylater/Kendala pembelian,Akulaku Paylater,Lazada Paylater- Kendala transaksi,Kenapa tidak bisa menggunakan Lazada Paylater?,Kenapa tidak bisa menggunakan Lazada Paylater rejected By Akulaku?,Bagaimana jika tidak bisa menggunakan Lazada Paylater keterangan rejected by Akulaku?,Saya sama sekali tidak menggunakan Lazada Paylater karena tidak bisa,Sampai kapan saya tidak bisa menggunakan akun Lazada Paylater?,Kenapa sampai saat ini Lazada Paylater tidak bisa digunakan?,Null,Null,Null,Null,Null,Akulaku mempertimbangkan berbagai aspek mengenai kondisi kredit dari kakak dalam proses pengajuan. Kula sarankan Kakak untuk selalu berbelanja di aplikasi Akulaku dan mempertahankan kebiasaan pembayaran yang baik seperti membayar tagihan tepat waktu ya!,Akulaku mempertimbangkan berbagai aspek mengenai kondisi kredit dari kakak dalam proses pengajuan. Kula sarankan Kakak untuk selalu berbelanja di aplikasi Akulaku dan mempertahankan kebiasaan pembayaran yang baik seperti membayar tagihan tepat waktu ya!,Kenapa tidak bisa menggunakan Lazada Paylater? Lazada Paylater- Kendala transaksi
97,12/1/2022,AFI,74-93-200-211,Akulaku Paylater,LAZADA paylater refund,Akulaku Paylater,Lazada Paylater - Cara Refund,Bagaimana saya dapat melakukan penarikan dana saldo di Lazada Paylater?,"Pesanan di Lazada Paylater dibatalkan, bagaimana melakukan penarikan dana refund?",Bagaimana jika pesanan Lazada Paylater terbatalkan?,Pesanan di Lazada Paylater terbatalkan bagaimana prosedur pengembalian dananya?,Transaksi di Lazada Paylater telah terbatalkan tapi saya sudah bayar uang DP nya,Bagimana jika sudah proses pembatalan pesanan Lazada Paylater tapi belum ada proses pengembalian dana?,Null,Null,Null,Null,Null,"Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Anda bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.","Mohon maaf, untuk jenis permasalahan ini memerlukan pengecekan lebih lanjut. Kakak bisa klik tombol transfer ke CS dibawah ini, atau hubungi kami di 1500920.",Bagaimana saya dapat melakukan penarikan dana saldo di Lazada Paylater? Lazada Paylater - Cara Refund
98,12/1/2022,AFI,289-294-448-212,Angsuran dan Pinjaman,Lengkapi info kredit poin,Pengajuan limit/kredit poin,Cara lengkapi informasi kredit poin,Bagaimana cara melengkapi informasi agar kredit poin meningkat?,Bagaimana cara agar limit kredit bertambah?,Apakah bisa menambah limit kredit?,Saya mau tambah limit kredit,Tolong tambah limit kredit saya,Apakah bisa ditambahkan lagi limit kreditnya?,Null,Null,Null,Null,Null,"Berikut langkah-langkah menambah limit kredit di Akulaku:
1. Masuk ke menu ""Keuangan""
2. Klik kolom ""Limit Tersedia(Rp)""
3. Lengkapi data untuk naikan limit (Lengkap foto perusahaan, Lengkapi Kartu Keluarga, Perbaharui alamat tinggal)
4. Lengkapi informasi lainnya (Lengkapi informasi SIM, Lengkapi informasi NPWP, Perbaharui kontak darurat)
","Kula bantu informasikan bahwa Kakak dapat meningkatkan limit kredit di Akulaku dengan cara otorisasi akun sebagai berikut: 

1. Login aplikasi Akulaku 
2. Masuk ke halaman PayLater
3. Klik ""Limit Tersedia""
4. Pada menu ""Pusat Kenaikan Limit"", pilih opsi otorisasi pos pemeriksaan untuk pajak, hubungkan kartu bank, lengkapi informasi perusahaan, lengkapi email Kakak di perusahaan, lengkapi informasi SIM, lengkapi informasi NPWP, dan perbarui kontak darurat
5. Silakan lengkapi data-data yang diperlukan untuk pengajuan kenaikan limit kredit.",Bagaimana cara melengkapi informasi agar kredit poin meningkat? Cara lengkapi informasi kredit poin
99,12/1/2022,AFI,289-295-449-213,Angsuran dan Pinjaman,Limit menjadi Rp. 0,Pengajuan limit/kredit poin,Limit kredit menjadi Rp.0,Kenapa limit kredit menjadi Rp.0?,Kenapa tiba tiba limit saya 0?,Bagaimana jika limit saya tiba tiba hilang?,Kenapa limit saya Rp.0?,Bagaimana bisa terjadi limit kredit saya Rp.0?,Ko limit saya 0?,Null,Null,Null,Null,Null,"Jika limit kredit Anda Rp.0,- maka bisa memastikan kembali untuk login meggunakan nomor telepon terdaftar dan telah disetujui oleh aplikasi Akulaku. Periksa kembali limit kredit Anda dengan sesuai.","Pastikan akun login Kakak benar ya, jika limit kredit Kakak masih Rp.0,-  Kula sarankan untuk hubungi tim Akulaku di nomor 1500920 atau via Live Chat.",Kenapa limit kredit menjadi Rp.0? Limit kredit menjadi Rp.0
100,12/1/2022,AFI/ASI,794-797-811-214,Lain-Lain,Lowongan kerja Akulaku,No Category,Informasi lowongan kerja,Apakah di aplikasi Akulaku ada lowongan pekerjaan?,Bagaimana cara lamar kerja di Akulaku?,Apakah Akulaku ada lowongan?,Bolehkan saya melamar di Akulaku?,Saya mau melamar di kantor Akulaku,Bagaimana saya bergabung menjadi karyawan Akulaku?,Null,Null,Null,Null,Null,Untuk mendapatkan informasi lowongan pekerjaan yang tersedia di Akulaku maka Anda bisa akses website https://recruitment.talenta.co/AkulakuSilvrrIndonesia/ ,"Halo Kak! untuk mendapatkan informasi lowongan pekerjaan yang tersedia di Akulaku maka Kakak bisa akses website berikut ini:
https://www.jobstreet.co.id/id/Akulaku-jobs [Jobstreet]
https://recruitment.talenta.co/AkulakuIndonesia [Talenta]",Apakah di aplikasi Akulaku ada lowongan pekerjaan? Informasi lowongan kerja
101,12/1/2022,ASI,823-841-842-216,Order,Ubah warna produk,Merchant Online,Permintaan Perubahan warna produk,Saya ingin HP warna biru. Mohon bantu saya ganti warnanya pesanan Merchant Online?,Bagaimana cara melakukan perubahan warna pada pesanan Merchant Online?,Apakah bisa saya merubah warna produk Merchant Online?,Bagaimana caranya melakukan ubah warna pesanannya Merchant Online?,Saya sudah pesan Merchant Online tapi salah pilih warna,Apakah saya bisa melakukan perubahan warna pada pesanan Merchant Online?,Null,Null,Null,Null,Null,"Hai Alovers, mohon maaf setelah pesanan dilakukan, pesanan tidak dapat diubah. Jika Anda perlu memodifikasi produk, harap batalkan pesanan terlebih dahulu dan buat pesanan baru. Jika pesanan belum dikonfirmasi oleh merchant.","Hai Alovers, mohon maaf setelah pesanan dilakukan, pesanan tidak dapat diubah. Jika Kakak perlu memodifikasi produk, harap batalkan pesanan terlebih dahulu dan buat pesanan baru. Jika pesanan belum dikonfirmasi oleh merchant.",Saya ingin HP warna biru. Mohon bantu saya ganti warnanya pesanan Merchant Online? Permintaan Perubahan warna produk
102,12/1/2022,ASI,823-841-843-217,Order,Ubah warna produk,Produk Official Store,Permintaan Perubahan warna produk official,Saya ingin HP warna biru. Mohon bantu saya ganti warnanya pesanan produk official store.,Bagaimana cara melakukan perubahan warna pada pesanan Produk Official store?,Apakah bisa saya merubah warna produk Produk Official store?,Bagaimana caranya melakukan ubah warna pesanannya Produk Official store?,Saya sudah pesan Produk Official store tapi salah pilih warna,Apakah saya bisa melakukan perubahan warna pada pesanan Produk Official store?,Null,Null,Null,Null,Null,"Hai Alovers, mohon maaf setelah pesanan dilakukan, pesanan tidak dapat diubah. Jika Anda perlu memodifikasi produk, harap batalkan pesanan terlebih dahulu dan buat pesanan baru. Jika pesanan belum dikonfirmasi oleh merchant.","Hai Alovers, mohon maaf setelah pesanan dilakukan, pesanan tidak dapat diubah. Jika Kakak perlu memodifikasi produk, harap batalkan pesanan terlebih dahulu dan buat pesanan baru. Jika pesanan belum dikonfirmasi oleh merchant.",Saya ingin HP warna biru. Mohon bantu saya ganti warnanya pesanan produk official store. Permintaan Perubahan warna produk official
